lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
earlysocog-fm,s15,training,train1,-2,"	5.29","	7.95",noerror,NA,NA
earlysocog-fm,s15,training,train2,-1,"	11.81","	15.01",noerror,NA,baby was fussy
earlysocog-fm,s15,IDS,IDS5,1,"	14.51","	15.02",noerror,NA,NA
earlysocog-fm,s15,ADS,ADS5,2,"	14.74","	15.02",noerror,NA,NA
earlysocog-fm,s15,ADS,ADS7,3,"	12.86","	15.00",noerror,NA,NA
earlysocog-fm,s15,IDS,IDS7,4,"	12.56","	14.93",noerror,NA,NA
earlysocog-fm,s15,ADS,ADS1,5,"	0.52","	4.08",noerror,NA,NA
earlysocog-fm,s15,IDS,IDS1,6,"	5.17","	7.60",noerror,NA,NA
earlysocog-fm,s15,ADS,ADS3,7,"	0.96","	3.91",noerror,NA,baby was fussy
earlysocog-fm,s15,IDS,IDS3,8,"	0.75","	5.21",noerror,NA,NA
earlysocog-fm,s15,ADS,ADS2,9,"	6.62","	12.62",noerror,NA,baby was fussy and low so cant see eyes
earlysocog-fm,s15,IDS,IDS2,10,"	1.99","	4.55",noerror,NA,baby was fussy
earlysocog-fm,s15,IDS,IDS4,11,NC,NC,error,got fussy and ended early,NA
earlysocog-fm,s15,ADS,ADS4,12,NC,NC,error,got fussy and ended early,NA
earlysocog-fm,s15,IDS,IDS6,13,NC,NC,error,got fussy and ended early,NA
earlysocog-fm,s15,ADS,ADS6,14,NC,NC,error,got fussy and ended early,NA
earlysocog-fm,s15,IDS,IDS8,15,NC,NC,error,got fussy and ended early,NA
earlysocog-fm,s15,ADS,ADS8,16,NC,NC,error,got fussy and ended early,NA
earlysocog-fm,s17,training,train2,-2,"	13.36","	15.00",noerror,NA,NA
earlysocog-fm,s17,training,train1,-1,"	13.21","	15.00",noerror,NA,NA
earlysocog-fm,s17,ADS,ADS5,1,"	11.32","	15.00",noerror,NA,NA
earlysocog-fm,s17,IDS,IDS5,2,"	12.03","	15.00",noerror,NA,NA
earlysocog-fm,s17,IDS,IDS7,3,"	14.72","	15.01",noerror,NA,NA
earlysocog-fm,s17,ADS,ADS7,4,"	10.67","	15.00",noerror,NA,NA
earlysocog-fm,s17,IDS,IDS1,5,"	11.56","	15.00",noerror,NA,NA
earlysocog-fm,s17,ADS,ADS1,6,"	2.55","	6.24",noerror,NA,NA
