lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
kyoto-babylab,kbl_001,training,train1,-2,13.94,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,training,train2,-1,11.46,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,IDS,IDS1,1,18.49,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,ADS,ADS1,2,19,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,IDS,IDS2,3,16.04,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,ADS,ADS2,4,11.26,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,ADS,ADS3,5,7.68,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,IDS,IDS3,6,16.87,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,IDS,IDS4,7,10.38,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,ADS,ADS4,8,8.82,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,ADS,ADS5,9,4.7,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,IDS,IDS5,10,5.07,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,ADS,ADS6,11,9.92,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,IDS,IDS6,12,6.99,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,IDS,IDS7,13,10.44,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,ADS,ADS7,14,11.4,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,ADS,ADS8,15,6.62,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_001,IDS,IDS8,16,7.63,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,training,train2,-2,4.33,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,training,train1,-1,4.91,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,ADS,ADS1,1,4.18,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,IDS,IDS1,2,6.19,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,ADS,ADS2,3,7.61,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,IDS,IDS2,4,5.04,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,IDS,IDS3,5,8.44,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,ADS,ADS3,6,3.24,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,ADS,ADS4,7,5.27,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,IDS,IDS4,8,2.5,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,IDS,IDS5,9,5.64,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,ADS,ADS5,10,4.86,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,IDS,IDS6,11,1.93,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,ADS,ADS6,12,2.55,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,ADS,ADS7,13,2.87,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,IDS,IDS7,14,1.15,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,IDS,IDS8,15,1.62,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_002,ADS,ADS8,16,2.55,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,training,train1,-2,2.68,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,training,train2,-1,2.87,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,IDS,IDS5,1,1.64,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,ADS,ADS5,2,1.67,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,ADS,ADS7,3,1.89,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,IDS,IDS7,4,2.27,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,ADS,ADS1,5,1.02,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,IDS,IDS1,6,2.49,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,ADS,ADS3,7,1.4,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,IDS,IDS3,8,2.41,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,ADS,ADS2,9,1.48,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,IDS,IDS2,10,2.96,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,IDS,IDS4,11,3.4,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,ADS,ADS4,12,0.47,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,IDS,IDS6,13,1.15,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,ADS,ADS6,14,1.13,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,IDS,IDS8,15,2.58,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_003,ADS,ADS8,16,1.51,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,training,train2,-2,12.4,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,training,train1,-1,4.99,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,ADS,ADS5,1,8.6,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,IDS,IDS5,2,7.66,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,IDS,IDS7,3,6.66,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,ADS,ADS7,4,9.04,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,IDS,IDS1,5,4.08,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,ADS,ADS1,6,4.11,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,IDS,IDS3,7,1.43,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,ADS,ADS3,8,2.11,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,IDS,IDS2,9,7.34,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,ADS,ADS2,10,1.8,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,ADS,ADS4,11,3.08,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,IDS,IDS4,12,1.54,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,ADS,ADS6,13,1.34,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,IDS,IDS6,14,3.37,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,ADS,ADS8,15,0.78,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_004,IDS,IDS8,16,0.1,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,training,train1,-2,10.47,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,training,train2,-1,7.41,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,IDS,IDS1,1,14.13,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,ADS,ADS1,2,5.3,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,IDS,IDS2,3,6.68,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,ADS,ADS2,4,5.18,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,ADS,ADS3,5,1.8,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,IDS,IDS3,6,4.88,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,IDS,IDS4,7,8.22,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,ADS,ADS4,8,3.83,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,ADS,ADS5,9,4.03,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,IDS,IDS5,10,1.7,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,ADS,ADS6,11,2.43,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,IDS,IDS6,12,1.98,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,IDS,IDS7,13,0.15,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,ADS,ADS7,14,4.46,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,ADS,ADS8,15,4.45,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_005,IDS,IDS8,16,0.22,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,training,train2,-2,13.86,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,training,train1,-1,5.2,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,ADS,ADS1,1,7.49,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,IDS,IDS1,2,1.6,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,ADS,ADS2,3,11.18,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,IDS,IDS2,4,13.71,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,IDS,IDS3,5,7.61,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,ADS,ADS3,6,8.4,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,ADS,ADS4,7,13.11,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,IDS,IDS4,8,7.84,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,IDS,IDS5,9,5.34,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,ADS,ADS5,10,2.37,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,IDS,IDS6,11,5.7,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,ADS,ADS6,12,3.91,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,ADS,ADS7,13,8.44,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,IDS,IDS7,14,7.5,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,IDS,IDS8,15,6.15,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_006,ADS,ADS8,16,0,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,training,train1,-2,1.2,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,training,train2,-1,2.05,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,IDS,IDS5,1,4.44,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,ADS,ADS5,2,1.5,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,ADS,ADS7,3,1.56,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,IDS,IDS7,4,2.97,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,ADS,ADS1,5,1.63,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,IDS,IDS1,6,2.51,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,ADS,ADS3,7,1.16,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,IDS,IDS3,8,0,21,error,too fussy,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,ADS,ADS2,9,0,21,error,too fussy,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,IDS,IDS2,10,0,21,error,too fussy,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,IDS,IDS4,11,0.91,21,error,too fussy,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,ADS,ADS4,12,0,21,error,too fussy,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,IDS,IDS6,13,0,21,error,too fussy,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,ADS,ADS6,14,0,21,error,too fussy,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,IDS,IDS8,15,0,21,error,too fussy,We used old stimuli (21 second version)
kyoto-babylab,kbl_007,ADS,ADS8,16,0,21,error,too fussy,We used old stimuli (21 second version)
kyoto-babylab,kbl_008,training,train2,-2,7.93,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_008,training,train1,-1,3.04,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_008,ADS,ADS5,1,6.99,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_008,IDS,IDS5,2,4.78,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_008,IDS,IDS7,3,3.98,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_008,ADS,ADS7,4,3.28,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_008,IDS,IDS1,5,7.76,21,noerror,NA,We used old stimuli (21 second version)
kyoto-babylab,kbl_008,ADS,ADS1,6,3.51,21,noerror,NA,We used old stimuli (21 second version)
