lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
callab,callab_33,training,training,-2,6.275634765625,7.01318359375,noerror,NA,NA
callab,callab_33,training,training,-1,5.746337890625,7.6298828125,noerror,NA,NA
callab,callab_33,IDS,IDS1,1,16.12841796875,17.993408203125,noerror,NA,NA
callab,callab_33,ADS,ADS1,2,9.048095703125,10.813232421875,noerror,NA,NA
callab,callab_33,IDS,IDS2,3,15.465576171875,16.92822265625,noerror,NA,NA
callab,callab_33,ADS,ADS2,4,11.44384765625,15.42919921875,noerror,NA,NA
callab,callab_33,ADS,ADS3,5,14.8720703125,18.05908203125,noerror,NA,NA
callab,callab_33,IDS,IDS3,6,15.07763671875,17.477783203125,noerror,NA,NA
callab,callab_33,IDS,IDS4,7,14.072509765625,18.077392578125,noerror,NA,NA
callab,callab_33,ADS,ADS4,8,4.1484375,6.5634765625,noerror,NA,NA
callab,callab_33,ADS,ADS5,9,13.9580078125,18.009521484375,noerror,NA,NA
callab,callab_33,IDS,IDS5,10,4.6865234375,6.963623046875,noerror,NA,NA
callab,callab_33,ADS,ADS6,11,5.015380859375,6.548095703125,noerror,NA,NA
callab,callab_33,IDS,IDS6,12,10.74658203125,15.895263671875,noerror,NA,NA
callab,callab_33,IDS,IDS7,13,6.91064453125,9.312255859375,noerror,NA,NA
callab,callab_33,ADS,ADS7,14,14.169189453125,18.076904296875,noerror,NA,NA
callab,callab_33,ADS,ADS8,15,13.216064453125,15.510986328125,noerror,NA,NA
callab,callab_33,IDS,IDS8,16,6.1669921875,7.93017578125,noerror,NA,NA
callab,callab_34,training,training,-2,5.8231201171875,11.195938110351562,noerror,NA,NA
callab,callab_34,training,training,-1,3.4842529296875,5.548095703125,noerror,NA,NA
callab,callab_34,ADS,ADS1,1,1.81512451171875,3.6651153564453125,noerror,NA,NA
callab,callab_34,IDS,IDS1,2,0,2.0493927001953125,noerror,NA,NA
callab,callab_34,ADS,ADS2,3,0.3646240234375,2.8973236083984375,noerror,NA,NA
callab,callab_34,IDS,IDS2,4,11.489669799804688,15.377288818359375,noerror,NA,NA
callab,callab_34,IDS,IDS3,5,2.4969482421875,5.0991668701171875,noerror,NA,NA
callab,callab_34,ADS,ADS3,6,0.0670166015625,2.61553955078125,noerror,NA,NA
callab,callab_34,ADS,ADS4,7,2.414031982421875,7.864654541015625,noerror,NA,NA
callab,callab_34,IDS,IDS4,8,0.017303466796875,2.064910888671875,noerror,NA,NA
callab,callab_34,IDS,IDS5,9,0.43365478515625,0.5003662109375,noerror,NA,NA
callab,callab_34,ADS,ADS5,10,0.249908447265625,0.615570068359375,noerror,NA,NA
callab,callab_34,IDS,IDS6,11,0.04949951171875,0.600860595703125,noerror,NA,NA
callab,callab_34,ADS,ADS6,12,0,0.450897216796875,noerror,NA,NA
callab,callab_34,ADS,ADS7,13,0,0.200927734375,noerror,NA,NA
callab,callab_34,IDS,IDS7,14,0,0.4671630859375,noerror,NA,NA
callab,callab_34,IDS,IDS8,15,0.099945068359375,0.983123779296875,noerror,NA,NA
callab,callab_34,ADS,ADS8,16,0,2.04931640625,noerror,NA,NA
callab,callab_35,training,training,-2,4.5081787109375,6.9292449951171875,noerror,NA,NA
callab,callab_35,training,training,-1,5.8969268798828125,9.8147430419921875,noerror,NA,NA
callab,callab_35,IDS,IDS5,1,9.6965484619140625,11.996688842773438,noerror,NA,NA
callab,callab_35,ADS,ADS5,2,8.1415252685546875,10.379852294921875,noerror,NA,NA
callab,callab_35,ADS,ADS7,3,1.9972686767578125,4.09722900390625,noerror,NA,NA
callab,callab_35,IDS,IDS7,4,5.21240234375,7.94873046875,noerror,NA,NA
callab,callab_35,ADS,ADS1,5,1.9653778076171875,4.0638885498046875,noerror,NA,NA
callab,callab_35,IDS,IDS1,6,4.399658203125,6.2642974853515625,noerror,NA,NA
callab,callab_35,ADS,ADS3,7,2.18157958984375,4.364105224609375,noerror,NA,NA
callab,callab_35,IDS,IDS3,8,3.166748046875,3.199920654296875,noerror,NA,NA
callab,callab_35,ADS,ADS2,9,2.5365447998046875,3.5982818603515625,noerror,NA,NA
callab,callab_35,IDS,IDS2,10,1.5155029296875,2.7667236328125,noerror,NA,NA
callab,callab_35,IDS,IDS4,11,2.665740966796875,4.6640777587890625,noerror,NA,NA
callab,callab_35,ADS,ADS4,12,0.8168487548828125,2.7478179931640625,noerror,NA,NA
callab,callab_35,IDS,IDS6,13,1.118316650390625,3.13433837890625,noerror,NA,NA
callab,callab_35,ADS,ADS6,14,3.29730224609375,4.947662353515625,noerror,NA,NA
callab,callab_35,IDS,IDS8,15,2.514984130859375,3.217559814453125,noerror,NA,NA
callab,callab_35,ADS,ADS8,16,3.1639404296875,3.515411376953125,noerror,NA,NA
callab,callab_36,training,training,-2,8.663848876953125,10.62750244140625,noerror,NA,NA
callab,callab_36,training,training,-1,13.595458984375,16.610748291015625,noerror,NA,NA
callab,callab_36,ADS,ADS5,1,6.313995361328125,9.7451934814453125,noerror,NA,NA
callab,callab_36,IDS,IDS5,2,15.57769775390625,18.025955200195312,noerror,NA,NA
callab,callab_36,IDS,IDS7,3,5.0971832275390625,6.865142822265625,noerror,NA,NA
callab,callab_36,ADS,ADS7,4,11.579071044921875,13.29638671875,noerror,NA,NA
callab,callab_36,IDS,IDS1,5,3.347503662109375,4.330810546875,noerror,NA,NA
callab,callab_36,ADS,ADS1,6,14.243896484375,16.493484497070312,noerror,NA,NA
callab,callab_36,IDS,IDS3,7,3.798583984375,5.597198486328125,noerror,NA,NA
callab,callab_36,ADS,ADS3,8,5.8182373046875,8.181793212890625,noerror,NA,NA
callab,callab_36,IDS,IDS2,9,6.749725341796875,8.379791259765625,noerror,NA,NA
callab,callab_36,ADS,ADS2,10,3.294036865234375,3.530029296875,noerror,NA,NA
callab,callab_36,ADS,ADS4,11,16.679443359375,17.978668212890625,noerror,NA,NA
callab,callab_36,IDS,IDS4,12,6.595947265625,8.480804443359375,noerror,NA,NA
callab,callab_36,ADS,ADS6,13,4.849761962890625,6.815338134765625,noerror,NA,NA
callab,callab_36,IDS,IDS6,14,3.134765625,6.76470947265625,noerror,NA,NA
callab,callab_36,ADS,ADS8,15,3.44903564453125,5.165283203125,noerror,NA,NA
callab,callab_36,IDS,IDS8,16,4.69903564453125,6.76513671875,noerror,NA,NA
callab,callab_37,training,training,-2,2.540130615234375,6.798309326171875,noerror,NA,NA
callab,callab_37,training,training,-1,0,1.98291015625,noerror,NA,NA
callab,callab_37,IDS,IDS1,1,0,0.082275390625,noerror,NA,NA
callab,callab_37,ADS,ADS1,2,0.01678466796875,2.016265869140625,noerror,NA,NA
callab,callab_37,IDS,IDS2,3,0,2.066558837890625,noerror,NA,NA
callab,callab_37,ADS,ADS2,4,3.1842041015625,7.029327392578125,noerror,NA,NA
callab,callab_37,ADS,ADS3,5,0,2.000732421875,noerror,NA,NA
callab,callab_37,IDS,IDS3,6,0.018829345703125,2.083709716796875,noerror,NA,NA
callab,callab_37,IDS,IDS4,7,0.35382080078125,2.6485595703125,noerror,NA,NA
callab,callab_37,ADS,ADS4,8,0,1.9815673828125,noerror,NA,NA
callab,callab_37,ADS,ADS5,9,0.031951904296875,2.030487060546875,noerror,NA,NA
callab,callab_37,IDS,IDS5,10,0,1.9996337890625,noerror,NA,NA
callab,callab_37,ADS,ADS6,11,0.802642822265625,2.5504150390625,noerror,NA,NA
callab,callab_37,IDS,IDS6,12,1.165863037109375,3.080474853515625,noerror,NA,NA
callab,callab_37,IDS,IDS7,13,0.58013916015625,2.41668701171875,noerror,NA,NA
callab,callab_37,ADS,ADS7,14,0,2.01739501953125,noerror,NA,NA
callab,callab_37,ADS,ADS8,15,0.0333251953125,1.99981689453125,noerror,NA,NA
