lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
unlv-musiclab,Run001pilot,Training,Train1,-2,9.256,30.219,no error,NA,NA
unlv-musiclab,Run001pilot,Training,Train2,-1,18.592,26.008,noerror,NA,NA
unlv-musiclab,Run001pilot,IDS,IDS1,1,18.801,32.121,noerror,NA,NA
unlv-musiclab,Run001pilot,ADS,ADS1,2,12.536,20.111,noerror,NA,NA
unlv-musiclab,Run001pilot,IDS,IDS2,3,11.319,23.153,noerror,NA,NA
unlv-musiclab,Run001pilot,ADS,ADS2,4,5.896,15.367,noerror,NA,NA
unlv-musiclab,Run001pilot,ADS,ADS3,5,13.872,25.378,noerror,NA,NA
unlv-musiclab,Run001pilot,IDS,IDS3,6,16.191,25.311,noerror,NA,NA
unlv-musiclab,Run001pilot,IDS,IDS4,7,6.287,15.478,noerror,NA,NA
unlv-musiclab,Run001pilot,ADS,ADS4,8,10.576,22.394,noerror,NA,NA
unlv-musiclab,Run001pilot,ADS,ADS5,9,8.583,17.198,noerror,NA,NA
unlv-musiclab,Run001pilot,IDS,IDS5,10,15.313,24.025,noerror,NA,NA
unlv-musiclab,Run001pilot,ADS,ADS6,11,2.168,12.838,noerror,NA,NA
unlv-musiclab,Run001pilot,IDS,IDS6,12,12.336,21.656,noerror,NA,NA
unlv-musiclab,Run001pilot,IDS,IDS7,13,3.217,12.515,noerror,NA,NA
unlv-musiclab,Run001pilot,ADS,ADS7,14,3.071,11.349,noerror,NA,NA
unlv-musiclab,Run001pilot,ADS,ADS8,15,6.368,15.952,noerror,NA,NA
unlv-musiclab,Run001pilot,IDS,IDS8,16,10.456,17.935,noerror,NA,NA
unlv-musiclab,Run002,Training,Train1,-2,18.079,26.382,noerror,NA,NA
unlv-musiclab,Run002,Training,Train2,-1,12.256,15.696,noerror,NA,NA
unlv-musiclab,Run002,ADS,ADS1,1,2.408,8.657,noerror,NA,NA
unlv-musiclab,Run002,IDS,IDS1,2,14.872,20.782,noerror,NA,NA
unlv-musiclab,Run002,ADS,ADS2,3,5.129,11.296,noerror,NA,NA
unlv-musiclab,Run002,IDS,IDS2,4,4.848,10.743,noerror,NA,NA
unlv-musiclab,Run002,IDS,IDS3,5,2.793,10.513,noerror,NA,NA
unlv-musiclab,Run002,ADS,ADS3,6,7.609,14.319,noerror,NA,NA
unlv-musiclab,Run002,ADS,ADS4,7,7.656,13.079,noerror,NA,NA
unlv-musiclab,Run002,IDS,IDS4,8,5.399,11.256,noerror,NA,NA
unlv-musiclab,Run002,IDS,IDS5,9,6.872,13.184,noerror,NA,NA
unlv-musiclab,Run002,ADS,ADS5,10,2.223,12.392,noerror,NA,NA
unlv-musiclab,Run002,IDS,IDS6,11,11.969,17.728,noerror,NA,NA
unlv-musiclab,Run002,ADS,ADS6,12,5.192,11.328,noerror,NA,NA
unlv-musiclab,Run002,ADS,ADS7,13,13.655,26.145,noerror,NA,NA
unlv-musiclab,Run002,IDS,IDS7,14,7.447,12.911,noerror,NA,NA
unlv-musiclab,Run002,IDS,IDS8,15,8.823,14.528,noerror,NA,NA
unlv-musiclab,Run002,ADS,ADS8,16,3.615,10.424,error,fussy,fussy at end but finished experiment
unlv-musiclab,Run003,Training,Train1,-2,19.449,27.991,error,clicking sounds ,heard clicking sounds from camera during experiment (resolved after run004)
unlv-musiclab,Run003,Training,Train2,-1,18.919,23.064,error,clicking sounds ,heard clicking sounds from camera during experiment (resolved after run004)
unlv-musiclab,Run003,IDS,IDS5,1,13.831,19.47,error,clicking sounds ,heard clicking sounds from camera during experiment (resolved after run004)
unlv-musiclab,Run003,ADS,ADS5,2,3.6,8.992,error,clicking sounds ,heard clicking sounds from camera during experiment (resolved after run004)
unlv-musiclab,Run003,ADS,ADS7,3,3.087,8.17,error,clicking sounds ,heard clicking sounds from camera during experiment (resolved after run004)
unlv-musiclab,Run003,IDS,IDS7,4,18.672,24.327,error,clicking sounds ,heard clicking sounds from camera during experiment (resolved after run004)
unlv-musiclab,Run003,ADS,ADS1,5,4.032,9.936,error,clicking sounds ,heard clicking sounds from camera during experiment (resolved after run004)
unlv-musiclab,Run003,IDS,IDS1,6,11.704,16.992,error,clicking sounds ,heard clicking sounds from camera during experiment (resolved after run004)
unlv-musiclab,Run003,ADS,ADS3,7,9.055,14.049,error,clicking sounds ,heard clicking sounds from camera during experiment (resolved after run004)
unlv-musiclab,Run003,IDS,IDS3,8,5.295,10.983,error,clicking sounds ,heard clicking sounds from camera during experiment (resolved after run004)
unlv-musiclab,Run003,ADS,ADS2,9,21.616,26.287,error,clicking sounds + programming error,"heard clicking sounds from camera during experiment, max trial length set incorrectly (resolved after run004)"
unlv-musiclab,Run003,IDS,IDS2,10,11.496,16.64,error,clicking sounds ,heard clicking sounds from camera during experiment (resolved after run004)
unlv-musiclab,Run003,IDS,IDS4,11,22.784,28.311,error,clicking sounds + programming error,"heard clicking sounds from camera during experiment, max trial length set incorrectly (resolved after run004)"
unlv-musiclab,Run003,ADS,ADS4,12,5.792,10.528,error,clicking sounds ,heard clicking sounds from camera during experiment (resolved after run004)
