lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
lancaster,8mb01,training,train1,-2,14.09,18,noerror,NA,NA
lancaster,8mb01,training,train2,-1,14.63,18,noerror,NA,NA
lancaster,8mb01,IDS,IDS1,1,10.09,18,noerror,NA,NA
lancaster,8mb01,ADS,ADS1,2,7.09,18,noerror,NA,NA
lancaster,8mb01,IDS,IDS2,3,9.27,18,noerror,NA,NA
lancaster,8mb01,ADS,ADS2,4,8.87,18,noerror,NA,NA
lancaster,8mb01,IDS,IDS3,5,6.5,18,noerror,NA,NA
lancaster,8mb01,ADS,ADS3,6,3.25,18,noerror,NA,NA
lancaster,8mb01,IDS,IDS4,7,3.48,18,noerror,NA,NA
lancaster,8mb01,ADS,ADS4,8,4.88,18,noerror,NA,NA
lancaster,8mb01,IDS,IDS5,9,5.63,18,noerror,NA,NA
lancaster,8mb01,ADS,ADS5,10,1.78,18,noerror,NA,NA
lancaster,8mb01,IDS,IDS6,11,4.7,18,noerror,NA,NA
lancaster,8mb01,ADS,ADS6,12,2.87,18,noerror,NA,NA
lancaster,8mb01,IDS,IDS7,13,7.28,18,noerror,NA,NA
lancaster,8mb01,ADS,ADS7,14,6.54,18,noerror,NA,NA
lancaster,8mb01,IDS,IDS8,15,2.68,18,noerror,NA,NA
lancaster,8mb01,ADS,ADS8,16,3.49,18,noerror,NA,NA
lancaster,8mb02,training,train1,-2,3.55,18,noerror,NA,NA
lancaster,8mb02,training,train2,-1,2.35,18,noerror,NA,NA
lancaster,8mb02,ADS,ADS1,1,3.55,18,noerror,NA,NA
lancaster,8mb02,IDS,IDS1,2,6.64,18,noerror,NA,NA
lancaster,8mb02,ADS,ADS2,3,4.28,18,noerror,NA,NA
lancaster,8mb02,IDS,IDS2,4,6.61,18,noerror,NA,NA
lancaster,8mb02,ADS,ADS3,5,6.47,18,noerror,NA,NA
lancaster,8mb02,IDS,IDS3,6,4.44,18,noerror,NA,NA
lancaster,8mb02,ADS,ADS4,7,4.04,18,noerror,NA,NA
lancaster,8mb02,IDS,IDS4,8,3.69,18,noerror,NA,NA
lancaster,8mb02,ADS,ADS5,9,1.49,18,noerror,NA,NA
lancaster,8mb02,IDS,IDS5,10,8.77,18,noerror,NA,NA
lancaster,8mb02,ADS,ADS6,11,4.36,18,noerror,NA,NA
lancaster,8mb02,IDS,IDS6,12,10.85,18,noerror,NA,NA
lancaster,8mb02,ADS,ADS7,13,3.46,18,noerror,NA,NA
lancaster,8mb02,IDS,IDS7,14,4.04,18,noerror,NA,NA
lancaster,8mb02,ADS,ADS8,15,3.66,18,noerror,NA,NA
lancaster,8mb02,IDS,IDS8,16,2.27,18,noerror,NA,NA
lancaster,8mb03,training,train1,-2,16.94,18,noerror,NA,NA
lancaster,8mb03,training,train2,-1,8.45,18,noerror,NA,NA
lancaster,8mb03,IDS,IDS5,1,9.05,18,noerror,NA,NA
lancaster,8mb03,ADS,ADS5,2,5.9,18,noerror,NA,NA
lancaster,8mb03,IDS,IDS7,3,2.14,18,noerror,NA,NA
lancaster,8mb03,ADS,ADS7,4,5.27,18,noerror,NA,NA
lancaster,8mb03,IDS,IDS1,5,3.52,18,noerror,NA,NA
lancaster,8mb03,ADS,ADS1,6,2.49,18,noerror,NA,NA
lancaster,8mb03,IDS,IDS3,7,3.87,18,noerror,NA,NA
lancaster,8mb03,ADS,ADS3,8,1.26,18,noerror,NA,NA
lancaster,8mb03,IDS,IDS2,9,0.58,18,noerror,NA,NA
lancaster,8mb03,ADS,ADS2,10,4.02,18,noerror,NA,NA
lancaster,8mb03,IDS,IDS4,11,2.17,18,noerror,NA,NA
lancaster,8mb03,ADS,ADS4,12,2.68,18,noerror,NA,NA
lancaster,8mb03,IDS,IDS6,13,1.64,18,noerror,NA,NA
lancaster,8mb03,ADS,ADS6,14,4.98,18,noerror,NA,NA
lancaster,8mb03,IDS,IDS8,15,1.01,18,noerror,NA,NA
lancaster,8mb03,ADS,ADS8,16,1.62,18,noerror,NA,NA
lancaster,8mb04,training,train1,-2,9.51,18,noerror,NA,NA
lancaster,8mb04,training,train2,-1,10.75,18,noerror,NA,NA
lancaster,8mb04,ADS,ADS5,1,13.97,18,noerror,NA,NA
lancaster,8mb04,IDS,IDS5,2,12.2,18,noerror,NA,NA
lancaster,8mb04,ADS,ADS7,3,6.45,18,noerror,NA,NA
lancaster,8mb04,IDS,IDS7,4,8.05,18,noerror,NA,NA
lancaster,8mb04,ADS,ADS1,5,5.07,18,noerror,NA,NA
lancaster,8mb04,IDS,IDS1,6,5.15,18,noerror,NA,NA
lancaster,8mb04,ADS,ADS3,7,0,18,noerror,NA,NA
lancaster,8mb04,IDS,IDS3,8,4.42,18,noerror,NA,NA
