lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
babylab-potsdam,b6805,training,train1,-2,15.951,17.726,noerror,NA,NA
babylab-potsdam,b6805,training,train2,-1,11.473,16.564,noerror,NA,NA
babylab-potsdam,b6805,IDS,IDS1,1,13.944,14.955,noerror,NA,NA
babylab-potsdam,b6805,ADS,ADS1,2,6.48,6.48,noerror,NA,NA
babylab-potsdam,b6805,IDS,IDS2,3,16.272,17.886,noerror,NA,NA
babylab-potsdam,b6805,ADS,ADS2,4,3.978,5.253,noerror,NA,NA
babylab-potsdam,b6805,ADS,ADS3,5,4.126,9.22,noerror,NA,offline correction - experimenter error - subtraction of 534 ms - hard to code - looking back and forth
babylab-potsdam,b6805,IDS,IDS3,6,1.294,1.294,noerror,NA,NA
babylab-potsdam,b6805,IDS,IDS4,7,4.416,5.589,noerror,NA,NA
babylab-potsdam,b6805,ADS,ADS4,8,1.378,1.378,noerror,NA,NA
babylab-potsdam,b6805,ADS,ADS5,9,4.546,5.573,noerror,NA,NA
babylab-potsdam,b6805,IDS,IDS5,10,1.15,1.15,noerror,NA,NA
babylab-potsdam,b6805,ADS,ADS6,11,4.375,6.235,noerror,NA,NA
babylab-potsdam,b6805,IDS,IDS6,12,3.045,3.045,noerror,NA,NA
babylab-potsdam,b6805,IDS,IDS7,13,3.749,3.749,noerror,NA,NA
babylab-potsdam,b6805,ADS,ADS7,14,7.26,8.815,noerror,NA,not so clear if baby is looking or not at the end of the trial
babylab-potsdam,b6805,ADS,ADS8,15,4.379,4.379,noerror,NA,NA
babylab-potsdam,b6805,IDS,IDS8,16,1.058,1.058,noerror,NA,NA
babylab-potsdam,b6829,training,train1,-2,15.382,18,noerror,NA,NA
babylab-potsdam,b6829,training,train2,-1,6.546,7.669,noerror,NA,NA
babylab-potsdam,b6829,IDS,IDS5,1,12.668,12.668,noerror,NA,NA
babylab-potsdam,b6829,ADS,ADS5,2,15.954,18,noerror,NA,NA
babylab-potsdam,b6829,ADS,ADS7,3,10.035,11.414,noerror,NA,NA
babylab-potsdam,b6829,IDS,IDS7,4,12.066,16.74,noerror,NA,NA
babylab-potsdam,b6829,ADS,ADS1,5,10.421,11.624,noerror,NA,NA
babylab-potsdam,b6829,IDS,IDS1,6,6.037,6.037,noerror,NA,NA
babylab-potsdam,b6829,ADS,ADS3,7,3.789,3.789,noerror,NA,NA
babylab-potsdam,b6829,IDS,IDS3,8,3.868,3.868,noerror,NA,NA
babylab-potsdam,b6829,ADS,ADS2,9,5.341,5.341,noerror,NA,NA
babylab-potsdam,b6829,IDS,IDS2,10,3.798,3.798,noerror,NA,NA
babylab-potsdam,b6829,IDS,IDS4,11,6.097,6.097,noerror,NA,NA
babylab-potsdam,b6829,ADS,ADS4,12,4.909,4.909,noerror,NA,NA
babylab-potsdam,b6829,IDS,IDS6,13,11.238,11.238,noerror,NA,NA
babylab-potsdam,b6829,ADS,ADS6,14,2.799,2.799,noerror,NA,fussy
babylab-potsdam,b6829,IDS,IDS8,15,NC,NC,error,experiment ended early,starts crying
babylab-potsdam,b6829,ADS,ADS8,16,NC,NC,error,experiment ended early,NA
babylab-potsdam,b6833,training,train1,-2,18,18,noerror,NA,NA
babylab-potsdam,b6833,training,train2,-1,12.516,17.369,noerror,NA,NA
babylab-potsdam,b6833,IDS,IDS5,1,14.694,18,noerror,NA,offline correction - experimenter error - subtraction of 497 ms - child wasnt looking
babylab-potsdam,b6833,ADS,ADS5,2,6.268,6.268,noerror,NA,NA
babylab-potsdam,b6833,ADS,ADS7,3,2.991,2.991,noerror,NA,NA
babylab-potsdam,b6833,IDS,IDS7,4,2.452,2.452,noerror,NA,NA
babylab-potsdam,b6833,ADS,ADS1,5,2.75,2.75,noerror,NA,NA
babylab-potsdam,b6833,IDS,IDS1,6,14.486,18.001,noerror,NA,NA
babylab-potsdam,b6833,ADS,ADS3,7,15.806,17.888,noerror,NA,NA
babylab-potsdam,b6833,IDS,IDS3,8,5.055,5.868,noerror,NA,NA
babylab-potsdam,b6833,ADS,ADS2,9,2.85,2.85,noerror,NA,NA
babylab-potsdam,b6833,IDS,IDS2,10,7.723,9.398,noerror,NA,NA
babylab-potsdam,b6833,IDS,IDS4,11,6.135,6.135,noerror,NA,NA
