lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
musdev-utm,MB_01pilot,training,train1,-2,16.849,18,error,right screen too bright,NA
musdev-utm,MB_01pilot,training,train2,-1,9.672,11.482,error,right screen too bright,NA
musdev-utm,MB_01pilot,IDS,IDS1,1,4.072,4.072,error,right screen too bright,NA
musdev-utm,MB_01pilot,ADS,ADS1,2,5.648,5.648,error,right screen too bright,NA
musdev-utm,MB_01pilot,IDS,IDS2,3,9.954,11.95,error,right screen too bright,NA
musdev-utm,MB_01pilot,ADS,ADS2,4,3.307,3.307,error,right screen too bright,NA
musdev-utm,MB_01pilot,ADS,ADS3,5,3.838,3.838,error,right screen too bright,NA
musdev-utm,MB_01pilot,IDS,IDS3,6,3.526,3.526,error,right screen too bright,NA
musdev-utm,MB_01pilot,IDS,IDS4,7,3.057,3.057,error,right screen too bright,NA
musdev-utm,MB_01pilot,ADS,ADS4,8,2.2,2.2,error,right screen too bright,NA
musdev-utm,MB_01pilot,ADS,ADS5,9,4.54,4.54,error,right screen too bright,NA
musdev-utm,MB_01pilot,IDS,IDS5,10,2.917,2.917,error,right screen too bright,NA
musdev-utm,MB_01pilot,ADS,ADS6,11,9.453,12.043,error,right screen too bright,NA
musdev-utm,MB_01pilot,IDS,IDS6,12,6.287,6.287,error,right screen too bright,NA
musdev-utm,MB_01pilot,IDS,IDS7,13,7.659,9.359,error,right screen too bright,NA
musdev-utm,MB_01pilot,ADS,ADS7,14,5.725,5.725,error,right screen too bright,NA
musdev-utm,MB_01pilot,ADS,ADS8,15,4.244,4.244,error,right screen too bright,NA
musdev-utm,MB_01pilot,IDS,IDS8,16,4.228,4.228,error,right screen too bright,NA
musdev-utm,MB_02pilot,training,train1,-2,5.74,8.517,error,right screen too bright,NA
musdev-utm,MB_02pilot,training,train2,-1,8.455,9.516,error,right screen too bright,NA
musdev-utm,MB_02pilot,IDS,IDS5,1,6.318,10.232,error,right screen too bright,NA
musdev-utm,MB_02pilot,ADS,ADS5,2,5.99,7.878,error,right screen too bright,NA
musdev-utm,MB_02pilot,ADS,ADS7,3,9.766,12.605,error,right screen too bright,NA
musdev-utm,MB_02pilot,IDS,IDS7,4,2.449,2.449,error,right screen too bright,NA
musdev-utm,MB_02pilot,ADS,ADS1,5,8.394,10.937,error,right screen too bright,NA
musdev-utm,MB_02pilot,IDS,IDS1,6,2.636,3.479,error,right screen too bright,NA
musdev-utm,MB_02pilot,ADS,ADS3,7,2.403,2.403,error,right screen too bright,NA
musdev-utm,MB_02pilot,IDS,IDS3,8,8.112,9.828,error,right screen too bright,NA
musdev-utm,MB_02pilot,ADS,ADS2,9,2.278,2.278,error,right screen too bright,NA
musdev-utm,MB_02pilot,IDS,IDS2,10,2.918,4.134,error,right screen too bright,NA
musdev-utm,MB_02pilot,IDS,IDS4,11,3.9,3.9,error,right screen too bright,NA
musdev-utm,MB_02pilot,ADS,ADS4,12,3.993,3.993,error,right screen too bright,NA
musdev-utm,MB_02pilot,IDS,IDS6,13,2.075,2.075,error,right screen too bright,NA
musdev-utm,MB_02pilot,ADS,ADS6,14,3.182,3.182,error,right screen too bright,NA
musdev-utm,MB_02pilot,IDS,IDS8,15,16.52,16.52,error,right screen too bright,NA
musdev-utm,MB_02pilot,ADS,ADS8,16,5.881,5.881,error,right screen too bright,NA
musdev-utm,MB_03pilot,training,train1,-2,14.446,17.957,error,right screen too bright,NA
musdev-utm,MB_03pilot,training,train2,-1,2.714,3.385,error,right screen too bright,NA
musdev-utm,MB_03pilot,ADS,ADS5,1,12.339,17.098,error,right screen too bright,NA
musdev-utm,MB_03pilot,IDS,IDS5,2,7.098,7.893,error,right screen too bright,NA
musdev-utm,MB_03pilot,IDS,IDS7,3,5.366,7.425,error,right screen too bright,NA
musdev-utm,MB_03pilot,ADS,ADS7,4,2.73,2.73,error,right screen too bright,NA
musdev-utm,MB_03pilot,IDS,IDS1,5,11.668,17.331,error,right screen too bright,NA
musdev-utm,MB_03pilot,ADS,ADS1,6,3.432,3.432,error,right screen too bright,NA
musdev-utm,MB_03pilot,IDS,IDS3,7,7.738,9.484,error,right screen too bright,NA
musdev-utm,MB_03pilot,ADS,ADS3,8,5.523,7.098,error,right screen too bright,NA
musdev-utm,MB_03pilot,IDS,IDS2,9,5.771,6.224,error,right screen too bright,NA
musdev-utm,MB_03pilot,ADS,ADS2,10,6.037,6.037,error,right screen too bright,NA
musdev-utm,MB_03pilot,ADS,ADS4,11,15.568,18.002,error,right screen too bright,NA
musdev-utm,MB_03pilot,IDS,IDS4,12,13.571,17.691,error,right screen too bright,NA
musdev-utm,MB_03pilot,ADS,ADS6,13,7.207,7.207,error,right screen too bright,NA
musdev-utm,MB_03pilot,IDS,IDS6,14,15.74,17.956,error,right screen too bright,NA
musdev-utm,MB_03pilot,ADS,ADS8,15,10.499,11.701,error,right screen too bright,NA
musdev-utm,MB_03pilot,IDS,IDS8,16,6.536,6.536,error,right screen too bright,NA
musdev-utm,MB_04pilot,training,train1,-2,16.286,18,error,right screen too bright,NA
musdev-utm,MB_04pilot,training,train2,-1,18,18,error,right screen too bright,NA
musdev-utm,MB_04pilot,ADS,ADS5,1,15.084,17.985,error,right screen too bright,NA
musdev-utm,MB_04pilot,IDS,IDS5,2,4.992,4.992,error,right screen too bright,NA
musdev-utm,MB_04pilot,IDS,IDS7,3,16.255,18,error,right screen too bright,NA
musdev-utm,MB_04pilot,ADS,ADS7,4,6.068,6.068,error,right screen too bright,NA
musdev-utm,MB_04pilot,IDS,IDS1,5,17.534,18,error,right screen too bright,NA
musdev-utm,MB_04pilot,ADS,ADS1,6,5.054,6.723,error,right screen too bright,NA
musdev-utm,MB_04pilot,IDS,IDS3,7,14.836,15.99,error,right screen too bright,NA
musdev-utm,MB_04pilot,ADS,ADS3,8,5.226,5.226,error,right screen too bright,NA
musdev-utm,MB_04pilot,IDS,IDS2,9,7.738,8.58,error,right screen too bright,NA
musdev-utm,MB_04pilot,ADS,ADS2,10,4.15,4.15,error,right screen too bright,NA
musdev-utm,MB_04pilot,ADS,ADS4,11,4.274,4.274,error,right screen too bright,NA
musdev-utm,MB_04pilot,IDS,IDS4,12,6.319,6.319,error,right screen too bright,NA
musdev-utm,MB_04pilot,ADS,ADS6,13,5.414,5.414,error,right screen too bright,NA
musdev-utm,MB_04pilot,IDS,IDS6,14,6.568,6.568,error,right screen too bright,NA
musdev-utm,MB_04pilot,ADS,ADS8,15,6.802,6.802,error,right screen too bright,NA
musdev-utm,MB_04pilot,IDS,IDS8,16,2.933,2.933,error,right screen too bright,NA
musdev-utm,MB_05pilot,training,train1,-2,16.162,18,error,right screen too bright,NA
musdev-utm,MB_05pilot,training,train2,-1,10.001,11.233,error,right screen too bright,NA
musdev-utm,MB_05pilot,IDS,IDS5,1,7.051,7.051,error,right screen too bright,NA
musdev-utm,MB_05pilot,ADS,ADS5,2,10.187,12.184,error,right screen too bright,NA
musdev-utm,MB_05pilot,ADS,ADS7,3,7.582,8.502,error,right screen too bright,NA
musdev-utm,MB_05pilot,IDS,IDS7,4,8.018,9.001,error,right screen too bright,NA
musdev-utm,MB_05pilot,ADS,ADS1,5,5.336,5.336,error,right screen too bright,NA
musdev-utm,MB_05pilot,IDS,IDS1,6,3.9,3.9,error,right screen too bright,NA
musdev-utm,MB_05pilot,ADS,ADS3,7,11.388,13.37,error,right screen too bright,NA
musdev-utm,MB_05pilot,IDS,IDS3,8,6.505,7.769,error,right screen too bright,NA
musdev-utm,MB_05pilot,ADS,ADS2,9,4.759,5.414,error,right screen too bright,NA
musdev-utm,MB_05pilot,IDS,IDS2,10,4.853,6.475,error,right screen too bright,NA
musdev-utm,MB_05pilot,IDS,IDS4,11,NC,NC,error,experiment ended early,NA
musdev-utm,MB_05pilot,ADS,ADS4,12,NC,NC,error,experiment ended early,NA
musdev-utm,MB_05pilot,IDS,IDS6,13,NC,NC,error,experiment ended early,NA
musdev-utm,MB_05pilot,ADS,ADS6,14,NC,NC,error,experiment ended early,NA
musdev-utm,MB_05pilot,IDS,IDS8,15,NC,NC,error,experiment ended early,NA
musdev-utm,MB_05pilot,ADS,ADS8,16,NC,NC,error,experiment ended early,NA
musdev-utm,MB_06,training,train1,-2,10.671,12.091,noerror,NA,NA
musdev-utm,MB_06,training,train2,-1,10.109,12.558,noerror,NA,NA
musdev-utm,MB_06,IDS,IDS5,1,13.212,17.971,noerror,NA,NA
musdev-utm,MB_06,ADS,ADS5,2,9.39,13.524,noerror,NA,NA
musdev-utm,MB_06,ADS,ADS7,3,14.742,17.722,noerror,NA,NA
musdev-utm,MB_06,IDS,IDS7,4,13.447,15.413,noerror,NA,NA
musdev-utm,MB_06,ADS,ADS1,5,11.294,13.775,noerror,NA,NA
musdev-utm,MB_06,IDS,IDS1,6,12.746,15.96,noerror,NA,NA
musdev-utm,MB_06,ADS,ADS3,7,6.099,7.16,noerror,NA,NA
musdev-utm,MB_06,IDS,IDS3,8,13.541,16.816,noerror,NA,NA
musdev-utm,MB_06,ADS,ADS2,9,5.882,7.208,noerror,NA,NA
musdev-utm,MB_06,IDS,IDS2,10,5.757,6.599,noerror,NA,NA
musdev-utm,MB_06,IDS,IDS4,11,5.773,7.224,noerror,NA,NA
musdev-utm,MB_06,ADS,ADS4,12,5.149,5.57,noerror,NA,NA
